1,CD,Adam Bohman,Music and Words 2,Paradigm Discs‎– PD 30,2014,UK,,https://www.discogs.com/Adam-Bohman-Music-And-Words-2/release/5592663, ,"Eccentric Londoner improvising with home-built sound objects, tapes, poetry and electric kitchenware","Spoken Word, Monolog, Musique Concrète, Experimental, Avantgarde, Lo-Fi"
2,CD,Akio Suzuki / Aki Onda,ma ta ta bi,Oral CD 61,2014,Canada,,https://www.discogs.com/Akio-Suzuki-Aki-Onda-Ma-Ta-Ta-Bi/release/5642631, ,Two japanese sound artists working with sonic environments and tapes.,"Electronic, Experimental"
3,CD,Alvin Lucier,Sferics / Music for Solo Performer,"Lovely Music, Ltd.",2009,USA,,https://www.discogs.com/Alvin-Lucier-Sferics-Music-For-Solo-Performer/release/2452350, ,"Composition (1964-1965) for Enormously Amplified Brain Waves and Percussion, the first work to feature sounds generated by brain waves in live performance.","Electronic, Experimental"
4,CD,Anne-James Chaton/The Ex,In The Event - Événements N°19,al dante‎– LCD 5013,2004,France,,https://www.discogs.com/Anne-James-Chaton-Ex-In-The-Event-Événements-N19/release/3453505, ,Experimental poetry readings with minimalist accompaniment by The Ex,"Electronic, Art Rock, Musique Concrète, Poetry, Spoken Word"
5,CD,Arthur Russell,Calling out of Context,Rough Trade Records– RTRADCD161,2004,UK,,https://www.discogs.com/Arthur-Russell-Calling-Out-Of-Context/release/2425166, ,"Songwriter, cellist and disco producer from the 80s, NYC. Dark and melancholic but often super-funky. Died too young..","Electronic, Leftfield, Experimental, Disco"
6,CD,Brion Gysin,Live in London 1982,Sub Rosa– SR 247,2007,Belgium,,https://www.discogs.com/Brion-Gysin-Live-In-London-1982/release/1042766, ,"Partner-in-crime of William Burroughs, reciting texts accompanied by members of Slits, Rip, Rig and Panic, Gile, Penguin Café Orchestra, a.o."," Jazz,Rock,Free Improvisation, Experimental"
7,CD,Catherine Christer Hennix,The Electric Harpsichord,Die Schachtel ‎– DSART 10,2010,Italy,,https://www.discogs.com/Catherine-Christer-Hennix-The-Electric-Harpsichord/release/2374834, ,"Obscure masterpiece of the days of the early American minimalism. Recorded live in 1976, an improvisation performed on Just Intonation tuned keyboards put through time lag accumulators similar to those used by Terry Riley."," Electronic, Experimental"
8,CD,Charlotte Moorman,Cello Anthology Vol. 1,Alga Marghen – plana-M 27NMN.064,2006,Italy,,https://www.discogs.com/Charlotte-Moorman-Cello-Anthology/release/1529515, ,"Unconventional cellist playing compositions by Cage, Brown, Chiari, Stockhausen, Jennings and Ichiyanagi"," Electronic, Classical, Contemporary, Experimental"
9,CD,Christian Wolff,Kompositionen 1950-1972,Edition RZ ‎– ed. RZ 1023-24,2011,Germany,,https://www.discogs.com/Christian-Wolff-Kompositionen-1950-1972/release/3507568, ,"American avant-garde composer (born 1934), studied with John Cage"," Classical, Contemporary"
10,CD,Cora Schmeiser,Hier und dort,Obst Music,2014,Germany,,https://rateyourmusic.com/release/album/cora_schmeiser/hier_und_dort/, ,Top level vocalist performing old and new avantgarde compositions," Modern, Classical"
11,CD,Cornelius Cardew,Apartment House,Matchless Recordings ‎– MRCD45,2001,UK,,https://www.discogs.com/Cornelius-Cardew-Apartment-House-Chamber-Music-1955-1964/release/2392128, ,"Early works by later member of AMM and founder of The Scratch Orchestra. Cardew searched for a way between strict serial composition, Cagean indeterminacy and non-academic radical improvisation. "," Classical, Contemporary"
12,CD,Daphne Oram,The Oram Tapes Vol. 1,Young Americans ‎– YoungAm003CD,2012,UK,,https://www.discogs.com/Daphne-Oram-The-Oram-Tapes-Volume-One/release/3516145, ,One of the founders of BBC Radiophonic Workshop," Electronic, Musique Concrete"
13,CD,DDAA,Nouveaux Bovinages Sonores,Front De L'Est ‎– FDL CD 09,1992,France,,https://www.discogs.com/DDAA-Nouveaux-Bouinages-Sonores-Dans-La-Période/release/254902, ,"French avant-new wave group, album from 1992"," Electronic, Jazz, Experimental"
14,CD,Dieter Roth,Die Radiosonate,"Dieter Roth Estate, Seedy CDs and Boekie Woekie",2006,Germany,,http://underbelly.nu/product/die-radio-sonate-the-radio-sonata/, ,"Enfant Terrible of the art world (1930-1998) rambling at the piano, getting more and more drunk"," Fluxus, Improvisation"
15,CD,Eliane Radigue,Transamorem - Transmortem,Important Records (2) ‎– IMPREC337,2011,USA,,https://www.discogs.com/Eliane-Radigue-Transamorem-Transmortem/release/2986751, ,"Pioneer of synthesizer and tape music, studied with Pierre Henry but went her own way"," Electronic, Drone, Experimental"
16,CD,Elle Bandita,Love Juice,"Tocado Records ‎– TOCADO 0040, Stoma Records ‎– STOMA 004",2005,NL,,https://www.discogs.com/Elle-Bandita-Love-Juice/release/990756, ,"Rotterdam riot girl, punk songs with electronic beats, album from 2005"," Electronic, Rock, Punk"
17,CD,Elliott Sharp/Carbon,void coordinates,Intakt Records ‎– Intakt CD 163,2010,Switzerland,,https://www.discogs.com/Elliott-Sharp-Carbon-Void-Coordinates/release/2310901, ,"Hardcore electric jazz, Elliot Sharp on guitar"," Electronic, Jazz, Rock, Experimental"
18,CD,Erik Satie,Cubist Works 1913-1924,LTM (4) ‎– LTMCD 2406,2007,UK,,https://www.discogs.com/Erik-Satie-Bojan-Gorišek-Cubist-Works/release/5827177, ,Composed between 1913 and 1924 for Satie's collaborations with Pablo Picasso.," Classical, Impressionist"
19,CD,Erik Satie,42 Vexations,Sub Rosa ‎– SR294,2009,Belgium,,https://www.discogs.com/Erik-Satie-Stephane-Ginsburgh-42-Vexations-1893/release/2775808, ,"Radical and quite mysterious piano work from 1893, significant milestone in avant-garde music. The earliest minimalist music."," Classical, Impressionist"
20,CD,Felix Kubin,matki wandalki,A-Musik ‎– a27,2004,Germany,,https://www.discogs.com/Felix-Kubin-Matki-Wandalki/release/260232, ,"One of WORM's favourite electro-pop artists, from Cologne"," Electronic, Experimental"
21,CD,Felix Kubin,axolotl lullabies,Oral ‎– Oral CD20,2007,Canada,,https://www.discogs.com/Felix-Kubin-Axolotl-Lullabies/release/1012199, ,Remixes and compilation tracks 1999-2006," Electronic, IDM"
22,CD,Florence Foster Jenkins,Der Hoelle Rache,Membrane Music,2004,Germany,,, ,Amateur singer thinking she was a soprano. Hilarious,"Amateur, Opera"
23,CD,Francis Picabia,La Nourrice Americaine,LTM (4) ‎– LTMCD 2509,2008,UK,,https://www.discogs.com/Francis-Picabia-La-Nourrice-Américaine/release/3148375, ,Piano piece first performed at a Dada soiree in 1920 and consisting of only three infinitely repeated notes.," Modern, Spoken word"
24,CD,Francoise Cactus,Autobigophonie,Martin Schmitz Verlag ‎– ISBN 3-927795-41-0,2005,Germany,,https://www.discogs.com/Françoise-Cactus-Autobigophonie/release/958075, ,"Radioplay produced by Bayerischer Rundfunk in 2004 with music composed by Brezel Göring and performed by Patric Catani, Brezel Göring, Felix Kubin, Gina d’Orio a.o."," Electronic, Indie Rock, Pop"
25,CD,Fred Frith,Speechless,"ReR Megacorp ‎– ReR/FRO 04, Fred Records ‎– ReR/FRO 04",2001,UK,,https://www.discogs.com/Fred-Frith-Speechless/release/1945182, ,UK avant-guitarist of Henry Cow and Massacre fame," Jazz, Rock, Free Improvisation"
26,CD,Gina D'Orio,Sailor Songs,dualpLOVER ‎– 641-IBS,2004,Australia,,https://www.discogs.com/Gina-V-DOrio-Sailor-Songs/release/354696, ,Funny seafarer project by ex Digital Hardcore Girl," Electronic, Abstract"
27,CD,Harry Partch,The Bewitched,New World Records ‎– 80624-2,2005,USA,,https://www.discogs.com/Harry-Partch-The-Harry-Partch-Collection-Volume-4/release/1463889, ,"American outsider composer, builder of instruments and inventor of microtonal systems"," Classical, Experimental"
28,CD,Henry Flynt,Hillbilly Tape Music,Recorded ‎– Recorded 007,2003,USA,,https://www.discogs.com/Henry-Flynt-New-American-Ethnic-Music-Volume-3-Hillbilly-Tape-Music/release/1047232, ,Discovered the power of psychedelic acoustic drones in the 1960s," Electronic, Classical, Experimental"
29missing,CD,Henry Pousseur,electronic experimental and microtonal 1953-1999,,,,,, ,"Belgian pioneer of electronic music, 1950s/70s", 
30,CD,Hugo Ball- BABA- OEMF,six sound poems,Kontrans ‎– Kontrans 844,2003,NL,,https://www.discogs.com/BABA-OEMF-Six-Sound-Poems-Of-Hugo-Ball/release/1064718, ,Performed by Jaap Blonk," Electronic, Jazz, Experimental"
31,CD,Huib Emmer,Modern Compositions,IKZI ‎– IKZI CD001,2006,NL,,https://www.discogs.com/Huib-Emmer-Modern-Compositions/release/4873808, ,Rotterdam contemporary composer," Electronic, Contemporary Jazz"
32,CD,Jean Dubuffet/ Ilhan Mimaroglou,Coucou Bazar,Sub Rosa ‎– SR350,2013,Belgium,,https://www.discogs.com/Jean-Dubuffet-Ilhan-Mimaroglu-Musiques-Pour-Coucou-Bazar/release/5014492, ,Soundtrack for Jean Dubuffet's Art Brut exhibition Coucou Bazar in 1972," Electronic, Experimental"
33,CD,John Cage,Complete music for prepared piano,Brilliant Classics ‎– 8189,2007,NL,,https://www.discogs.com/John-Cage-Giancarlo-Simonacci-Complete-Music-For-Prepared-Piano/release/1372705, ,3 CD Box," Classical, Contemporary"
34,CD,(1) Kevin Blechdom (2) Kevin Blechdom + AD Hawk / Sickfick And MC Dodgy Sexist,(1) Live@PBSfm(2) The Children's Suite / Fist And Shout,(1) dualpLOVER ‎– none (2) dualpLOVER ‎– FE2S4NIK8N,2009.2008,Australia,,https://www.discogs.com/Kevin-Blechdom-LivePBSfm/release/5505689, ,Cheeky electronic rocking girl from the US," Electronic, Experimental"
35,CD,Klaus Beyer,Hauptmann Peppers Einsamer Herzen club,Amsel Records ‎– NO RAP 3007,2002,Germany,,https://www.discogs.com/Klaus-Beyer-Hauptmann-Peppers-Einsamer-Herzen-Klub/release/1732790, ,Outsider artist from Berlin covering the Beatles," Rock, Lo-Fi"
36,CD,Konrad Bayer/ Gerhard Ruehm,Gemeinschaftsarbeiten,Supposé ‎– 3-932513-33-9,2002,Germany,,https://www.discogs.com/Konrad-Bayer-2--Gerhard-Rühm-Gemeinschaftsarbeiten-1957-1962/release/740753, ,"Collaboration between writer Konrad Bayer and multi-artist Gerhard Rühm, who both participated in the art movement called Wiener Gruppe. "," Pop, Spoken word"
37,CD,Laurie Spiegel,The Expanding Universe,Unseen Worlds ‎– UW09,2012,US,,https://www.discogs.com/Laurie-Spiegel-The-Expanding-Universe/release/3866978, ,"Electronic music pioneer working with cutting-edge electronic instruments since the 1970s. She wrote software, designed systems, and explored early synthesizers."," Electronic, Musique Concrete"
38,CD,Les Ormores,Aus der Reihe,z6 ‎– Z6 0992,2002,NL,,https://www.discogs.com/Les-Ormores-Aus-Der-Reihe/release/3791404, ,Eclectic (N)euro-pop band featuring two WORM-people," Post Rock, Free Jazz"
39,CD,Luc + Brunhild Ferrari,Programme Commun,Sub Rosa ‎– SR363-AB,2012,Belgium,,https://www.discogs.com/Luc-Ferrari-Brunhild-Ferrari-Programme-Commun/release/4083072, ,"French electro-acoustic composers duo, Luc being the most famous, works from 1970s to 2000s"," Contemporary, Musique Concrete, Field Recording"
40,CD,Luther Blissett,The Open Pop Star,Wot 4 Records ‎– WOT4CD99009,1999,Italy,,https://www.discogs.com/Various-Luther-Blissett-The-Open-Pop-Star/release/357938, ,"Compilation of weird pop, noise, disco in the name of a proto-Anonymous"," Electronic, Experimental"
41,CD,Marcel Duchamp,The Creative Act,Sub Rosa ‎– SR57,1994,Belgium,,https://www.discogs.com/Marcel-Duchamp-The-Creative-Act/release/441863, ,"50 minutes of rare spoken word and music recordings, typical for his rebellious, unconventional and anticonformist spirit.. "," Interview, Modern"
42,CD,Mauricio Kagel,Acustica,Zig Zag Territoires ‎– ZZT080403,2008,France,,https://www.discogs.com/Mauricio-Kagel-Acustica/release/1617634, ,"Avant-garde composer, work composed 1968-70. Strange instruments like combs, tissue paper, balloon, etc. along with tape sounds. Two different versions/interpretations!"," Electronic, Experimental"
43,CD,Morton Feldman,Composing by Numbers,Mode ‎– mode 146,2005,USA,,https://www.discogs.com/Morton-Feldman-Barton-Workshop-Composing-By-Numbers-The-Graphic-Scores-1950-67/release/1559030, ,"Avant-garde composer, here using the ""graph"" notation (boxes indicating general pitch range and number of pitches to be played in a given rhythmic unit)."," Contemporary, Post-Modern"
44,CD,Musica Elletronica Viva,Friday,Alga Marghen ‎– plana-M 29NMN.073,2008,Italy,,https://www.discogs.com/Musica-Elettronica-Viva-Friday/release/2096421, ,"Recorded in London in May 1969. Frederic Rzewski, Alvin Curran, Richard Teitelbaum, Franco Cataldi, Gunther Carius. "," Electronic, Jazz, Experimental"
